,sample_name,tax_id,tax_level,genus_tax_id,name,common_name,category,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,expected_bg_count,p_val,p_adj,Barcode
16658,EARLI_11416_PLaD1_F6_OPS046_S86,2498451,1,67575,Rheinheimera sp. LHK132,,bacteria,0.807774426,100,100,0.019106149,1,NA,NA,99.3,138,80.7959,NA,NA,NA,NA,100,0.019106149,1,NA,NA,100,43,307.653,NA,NA,NA,NA,NA,0.025971055,0.000962435,0.003530943,11416
16662,EARLI_11416_PLaD1_F6_OPS046_S86,445710,1,231454,Dyella thiooxydans,,bacteria,-0.004423075,-0.185934139,-0.282675322,0.038212297,2,NA,NA,92.45,145.5,72.199,2.12307,7.37545,NA,NA,-0.185934139,0.019106149,1,NA,NA,79.2,48,307.653,0.114281,0.511874,NA,NA,NA,0.097336369,0.001537743,0.005383031,11416
16663,EARLI_11416_PLaD1_F6_OPS046_S86,4530,1,4527,Oryza sativa,rice,eukaryota,0.541959687,0.829057502,0.543722962,1.452067297,76,NA,NA,99.1355,72.75,36.7931,0.495278,1.7597,NA,NA,0.829057502,0.171955338,9,NA,NA,94.1889,38.8889,307.653,0.0319325,0.168894,NA,NA,NA,0.839027903,1.06e-16,6.59e-16,11416
16667,EARLI_11416_PLaD1_F6_OPS046_S86,746128,1,5052,Aspergillus fumigatus,,eukaryota,-0.006210515,-0.27231612,-0.27231612,0.038212297,2,NA,NA,100,123,71.9208,0.159494,0.445371,NA,NA,-0.302322072,0.038212297,2,NA,NA,98.75,40,307.653,0.480576,1.46322,NA,NA,NA,0,0,0,11416
16672,EARLI_11416_PLaD1_F6_OPS046_S86,28129,1,838,Prevotella denticola,,bacteria,-0.006425477,-0.125106679,-0.230940383,0.076424595,4,NA,NA,97.7,84,42.6391,0.352754,1.19654,NA,NA,-0.125106679,0.038212297,2,NA,NA,97.5,40,307.653,0.0811379,0.343112,NA,NA,NA,0.009557699,6.89e-10,4e-09,11416
16674,EARLI_11416_PLaD1_F6_OPS046_S86,767452,1,265976,Serinicoccus chungangensis,,bacteria,-0.000801741,0.127689683,0.127689683,0.038212297,2,NA,NA,96.2,52,20.8539,0.0248331,0.104779,NA,NA,-0.212679043,0.038212297,2,NA,NA,100,27,13.9393,0.322947,1.3388,NA,NA,NA,0.033551059,8.59e-05,0.000376252,11416
16678,EARLI_11416_PLaD1_F6_OPS046_S86,292800,1,946234,Flavonifractor plautii,,bacteria,-0.001532162,-0.068948795,-0.123067507,0.076424595,4,NA,NA,99.5,80.5,42.2726,0.47832,3.26565,NA,NA,-0.068948795,0.038212297,2,NA,NA,100,31,307.653,0.0528735,0.212639,NA,NA,NA,0.004778849,2.25e-11,1.34e-10,11416
16682,EARLI_11416_PLaD1_F6_OPS046_S86,1352,1,1350,Enterococcus faecium,,bacteria,-0.005767151,-0.176370608,-0.176370608,0.038212297,2,NA,NA,100,94,52.1487,0.19086,0.865494,NA,NA,-0.370813518,0.038212297,2,NA,NA,100,31,307.653,0.798558,2.05048,NA,NA,NA,0.048671882,0.000242819,0.00099466,11416
16683,EARLI_11416_PLaD1_F6_OPS046_S86,29388,1,1279,Staphylococcus capitis,,bacteria,-0.009802205,-0.234448679,-0.280182536,0.076424595,4,NA,NA,100,95,52.8567,16.2661,57.7826,NA,NA,-0.234448679,0.038212297,2,NA,NA,100,42,307.653,3.97763,16.8029,NA,NA,NA,0.069865679,8.4e-06,4.11e-05,11416
16685,EARLI_11416_PLaD1_F6_OPS046_S86,43675,1,32207,Rothia mucilaginosa,,bacteria,-0.012085337,-0.212518092,-0.220628376,0.191061486,10,NA,NA,96.5018,108.4,47.271,9.64309,42.8414,NA,NA,-0.212518092,0.076424595,4,NA,NA,99.432,60,180.771,0.242849,0.783107,NA,NA,NA,0.355982018,1.79e-05,8.51e-05,11416
16686,EARLI_11416_PLaD1_F6_OPS046_S86,1565605,1,1914449,Rugosibacter aromaticivorans,,bacteria,-0.006636149,-0.282325471,-0.282325471,0.038212297,2,NA,NA,89.4,146,66.365,0.452971,1.46908,NA,NA,-0.306323089,0.038212297,2,NA,NA,77.8,36,307.653,0.345534,1.00326,NA,NA,NA,0.019440601,1.8e-05,8.53e-05,11416
16687,EARLI_11416_PLaD1_F6_OPS046_S86,1744,1,1743,Propionibacterium freudenreichii,,bacteria,-0.006719467,-0.28031967,-0.332329433,0.038212297,2,NA,NA,98.25,146,84.2045,0.282617,0.735429,NA,NA,-0.28031967,0.019106149,1,NA,NA,93.8,48,307.653,2.69002,9.5281,NA,NA,NA,0.023894247,3.26e-05,0.000150884,11416
16698,EARLI_11417_PLaD1_B8_OPS046_S114,10368,1,40272,Human betaherpesvirus 6,,viruses,138995.74,100,100,7.572645271,462,3,26,99.7593,130.812,77.917,NA,NA,NA,NA,100,6.326928733,386,21,114,99.1899,61.0622,230.092,NA,NA,NA,NA,NA,0,0,0,11417
16700,EARLI_11417_PLaD1_B8_OPS046_S114,110539,1,1866885,Mycolicibacterium vanbaalenii,,bacteria,0.16500193,0.251333093,-0.134000017,0.049173021,3,NA,NA,86.3067,100.667,25.5199,2.96969,21.7949,NA,NA,0.251333093,0.032782014,2,NA,NA,91.2,34,307.653,0.0143643,0.0732801,NA,NA,NA,0,0,0,11417
16702,EARLI_11417_PLaD1_B8_OPS046_S114,562,1,561,Escherichia coli,,bacteria,332.8995157,2.164983679,2.164983679,76.08705487,4642,28,266,99.8376,116.952,62.4571,5.50036,32.6038,NA,NA,0.97360181,41.19060079,2513,33,463,96.8168,49.0923,241.48,7.8056,34.2902,NA,NA,NA,100.4657303,3.58e-11,2.12e-10,11417
16704,EARLI_11417_PLaD1_B8_OPS046_S114,269660,1,407,Methylobacterium brachiatum,,bacteria,13.37879388,100,100,0.39338417,24,NA,NA,98.4614,130.208,70.0148,NA,NA,NA,NA,0.720877901,0.180301078,11,NA,NA,99.0545,52.7273,206.351,0.0477547,0.183868,NA,NA,NA,0,0,0,11417
16714,EARLI_11417_PLaD1_B8_OPS046_S114,292913,1,165697,Sphingopyxis sp. 113P3,,bacteria,-0.007745065,-0.234281458,-0.244502919,0.081955035,5,NA,NA,96.6704,143,67.4451,2.96462,11.7899,NA,NA,-0.234281458,0.016391007,1,NA,NA,98.78,82,49.2211,0.551443,2.2838,NA,NA,NA,0,0,0,11417
16715,EARLI_11417_PLaD1_B8_OPS046_S114,1402,1,1386,Bacillus licheniformis,,bacteria,-0.000728378,0.021572702,0.021572702,0.032782014,2,NA,NA,99.3,136,79.4318,0.0301948,0.11993,NA,NA,-0.173338763,0.016391007,1,NA,NA,97.7,44,307.653,0.0336175,0.0993805,NA,NA,NA,0,0,0,11417
16717,EARLI_11417_PLaD1_B8_OPS046_S114,1547487,1,1763,Mycobacterium sp. ELW1,,bacteria,1.397924087,100,100,0.032782014,2,NA,NA,87.95,120.5,50.3278,NA,NA,NA,NA,100,0.016391007,1,NA,NA,91.7,48,307.653,NA,NA,NA,NA,NA,0,0,0,11417
16732,EARLI_11417_PLaD1_B8_OPS046_S114,2605945,1,535,Chromobacterium sp. 257-1,,bacteria,0.94600058,100,100,0.016391007,1,NA,NA,88.9,72,26.1871,NA,NA,NA,NA,100,0.016391007,1,NA,NA,87.2,47,307.653,NA,NA,NA,NA,NA,0,0,0,11417
16733,EARLI_11417_PLaD1_B8_OPS046_S114,39777,1,29465,Veillonella atypica,,bacteria,-0.001547107,-0.028108849,-0.181363495,0.032782014,2,NA,NA,99,102,56.2291,3.26448,17.8189,NA,NA,-0.028108849,0.032782014,2,NA,NA,100,33,307.653,0.0400999,0.260341,NA,NA,NA,0.018731747,1.62e-05,7.7e-05,11417
16737,EARLI_11417_PLaD1_B8_OPS046_S114,1313,1,1301,Streptococcus pneumoniae,,bacteria,-0.209750538,-0.097179621,-0.097179621,7.703773328,470,NA,NA,99.7485,72.9319,37.3242,14.2392,67.251,NA,NA,-0.196382638,1.491581644,91,NA,NA,98.5,38.3187,289.834,57.4516,284.954,NA,NA,NA,3.178528944,2.78e-30,1.79e-29,11417
16738,EARLI_11417_PLaD1_B8_OPS046_S114,1335061,1,379,Rhizobium flavum,,bacteria,0.544562464,100,100,0.016391007,1,NA,NA,92.5,53,18.7696,NA,NA,NA,NA,-0.312142665,0.016391007,1,NA,NA,81.2,48,307.653,0.828889,2.60297,NA,NA,NA,0,0,0,11417
16741,EARLI_11417_PLaD1_B8_OPS046_S114,1613,1,1578,Lactobacillus fermentum,,bacteria,0.331067144,1.507212043,1.507212043,0.655640283,40,NA,NA,100,58.45,27.9773,0.111383,0.361102,NA,NA,-0.279413614,0.032782014,2,NA,NA,98.6,36,307.653,0.32841,1.05803,NA,NA,NA,0.084270936,1.99e-35,1.28e-34,11417
16742,EARLI_11417_PLaD1_B8_OPS046_S114,4571,1,4564,Triticum turgidum,,eukaryota,0.210758891,100,100,0.032782014,2,NA,NA,92.45,119,56.8517,NA,NA,NA,NA,100,0.016391007,1,NA,NA,82.4,34,307.653,NA,NA,NA,NA,NA,0,0,0,11417
16743,EARLI_11417_PLaD1_B8_OPS046_S114,817,1,816,Bacteroides fragilis,,bacteria,0.071509813,0.288676553,-0.143058317,0.032782014,2,NA,NA,100,54,24.9586,0.403263,2.58972,NA,NA,0.288676553,0.622858269,38,1,38,93.151,73,42.5129,0.313856,1.07041,NA,NA,NA,0.115385634,0.002360692,0.007874767,11417
16744,EARLI_11417_PLaD1_B8_OPS046_S114,623,1,620,Shigella flexneri,,bacteria,0.04367979,2.285185182,2.285185182,0.196692085,12,NA,NA,99.6,75.5,39.2154,0.0209682,0.076897,NA,NA,0.139109707,0.426166184,26,1,4,97.7,39.9231,262.93,0.299828,0.908191,NA,NA,NA,0.704065719,0.000265549,0.00108032,11417
16747,EARLI_11417_PLaD1_B8_OPS046_S114,1280,1,1279,Staphylococcus aureus,,bacteria,-0.185646393,-0.242811861,-0.254084407,1.524363658,93,NA,NA,99.8839,83.7742,44.0752,6.03891,17.7679,NA,NA,-0.242811861,0.803159347,49,1,4,98.5539,42.5714,251.161,74.1236,301.964,NA,NA,NA,0.410572157,3.73e-33,2.4e-32,11417
16748,EARLI_11417_PLaD1_B8_OPS046_S114,2748,1,2747,Carnobacterium divergens,,bacteria,0.001846922,0.153416062,0.01129886,0.032782014,2,NA,NA,97.25,146,82.142,0.0294993,0.290535,NA,NA,0.153416062,0.032782014,2,NA,NA,100,45.5,307.653,0.0177533,0.0979605,NA,NA,NA,0,0,0,11417
16749,EARLI_11417_PLaD1_B8_OPS046_S114,632,1,629,Yersinia pestis,,bacteria,0.000665101,0.031413431,0.004362261,0.032782014,2,NA,NA,100,146,87.6383,0.0319276,0.195865,NA,NA,0.031413431,0.065564028,4,NA,NA,100,41.5,307.653,0.0528305,0.405353,NA,NA,NA,0.02680656,4.54e-05,0.000205833,11417
16755,EARLI_11417_PLaD1_B8_OPS046_S114,56458,1,338,Xanthomonas sacchari,,bacteria,-0.008909103,0.185634244,-0.308689388,0.147519064,9,NA,NA,96.1726,92.2222,43.5297,1.27973,3.6678,NA,NA,0.185634244,0.065564028,4,NA,NA,95.775,41.75,307.653,0.0412116,0.131185,NA,NA,NA,0,0,0,11417
16757,EARLI_11417_PLaD1_B8_OPS046_S114,913,1,911,Nitrobacter winogradskyi,,bacteria,-0.007429152,-0.301435544,-0.302329513,0.065564028,4,1,4,94.51,255,106.757,2.49171,8.02484,NA,NA,-0.301435544,0.016391007,1,NA,NA,95.8,48,307.653,0.390364,1.24064,NA,NA,NA,0,0,0,11417
16840,EARLI_11422_PLaD1_K6_OPS046_S91,573,1,570,Klebsiella pneumoniae,,bacteria,87986.96868,39.4615612,39.4615612,233.2576389,13147,219,1072,99.8138,114.404,62.3605,1.55119,5.8717,NA,NA,3.129219849,130.2282703,7340,247,1403,95.8111,46.8437,235.466,8.46219,38.9126,NA,NA,NA,37.89911089,6.94e-73,4.58e-72,11422
16841,EARLI_11422_PLaD1_K6_OPS046_S91,1897515,1,1920774,Klebsiella phage phiKpS2,,viruses,532.2681347,100,100,0.035484542,2,NA,NA,100,109,62.3768,NA,NA,NA,NA,100,0.017742271,1,NA,NA,100,36,307.653,NA,NA,NA,NA,NA,0,0,0,11422
16842,EARLI_11422_PLaD1_K6_OPS046_S91,33964,1,1243,Leuconostoc citreum,,bacteria,-0.003866034,-0.104934142,-0.107233402,0.035484542,2,NA,NA,99.2,121,69.1938,1.69238,15.4513,NA,NA,-0.104934142,0.035484542,2,NA,NA,97.5,40,307.653,1.2425,11.5026,NA,NA,NA,0.054539,0.000331794,0.00132967,11422
16845,EARLI_11422_PLaD1_K6_OPS046_S91,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,12.7148427,3.833084346,3.833084346,0.780659931,44,NA,NA,99.9523,122.682,70.4673,0.0226905,0.197744,NA,NA,1.83020492,0.372587694,21,NA,NA,99.5,46.4762,282.406,0.0215489,0.191803,NA,NA,NA,0,0,0,11422
16846,EARLI_11422_PLaD1_K6_OPS046_S91,210,1,209,Helicobacter pylori,,bacteria,10.71391236,25.38859187,25.38859187,0.425814508,24,NA,NA,98.875,82.3333,42.5763,0.00270093,0.0166655,NA,NA,2.07649738,0.177422712,10,NA,NA,97,36.8,307.653,0.0154962,0.0779806,NA,NA,NA,0.019030874,4.99e-37,3.23e-36,11422
16848,EARLI_11422_PLaD1_K6_OPS046_S91,1885025,1,261933,Pleomorphomonas sp. SM30,,bacteria,8.020175227,100,100,0.035484542,2,NA,NA,97.6,85,43.2676,NA,NA,NA,NA,100,0.017742271,1,NA,NA,100,28,307.653,NA,NA,NA,NA,NA,0,0,0,11422
16854,EARLI_11422_PLaD1_K6_OPS046_S91,1758194,1,222,Achromobacter sp. AONIH1,,bacteria,2.183766213,100,100,0.035484542,2,NA,NA,91.7,96,42.5376,NA,NA,NA,NA,100,0.035484542,2,NA,NA,100,35,307.653,NA,NA,NA,NA,NA,0,0,0,11422
16855,EARLI_11422_PLaD1_K6_OPS046_S91,160791,1,13687,Sphingomonas wittichii,,bacteria,-0.007149798,-0.295233242,-0.312424147,0.070969085,4,NA,NA,91.525,113,52.4104,1.05314,3.14371,NA,NA,-0.295233242,0.035484542,2,NA,NA,97.7,44,307.653,0.534845,1.69141,NA,NA,NA,0,0,0,11422
16857,EARLI_11422_PLaD1_K6_OPS046_S91,31998,1,407,Methylobacterium radiotolerans,,bacteria,-0.008161416,-0.334004341,-0.364818167,0.035484542,2,NA,NA,98.4,250,120.812,12.7417,34.8289,NA,NA,-0.334004341,0.035484542,2,NA,NA,100,46,307.653,5.99479,17.842,NA,NA,NA,0,0,0,11422
16864,EARLI_11422_PLaD1_K6_OPS046_S91,158836,1,547,Enterobacter hormaechei,,bacteria,-0.002590035,-0.138018341,-0.138018341,0.035484542,2,NA,NA,100,72,37.1675,0.446027,2.97455,NA,NA,-0.17294862,0.053226813,3,NA,NA,96.5333,48,307.653,0.209443,0.903252,NA,NA,NA,0,0,0,11422
16866,EARLI_11422_PLaD1_K6_OPS046_S91,208223,1,1330547,Kosakonia cowanii,,bacteria,-0.000786173,-0.085242741,-0.101648751,0.035484542,2,NA,NA,91.6,118.5,55.1356,0.713746,6.6726,NA,NA,-0.085242741,0.035484542,2,NA,NA,85.3,41,307.653,0.155797,1.41141,NA,NA,NA,0,0,0,11422
16870,EARLI_11422_PLaD1_K6_OPS046_S91,292800,1,946234,Flavonifractor plautii,,bacteria,-0.001084342,-0.135604078,-0.135604078,0.035484542,2,NA,NA,100,59,28.3372,0.47832,3.26565,NA,NA,-0.16521536,0.017742271,1,NA,NA,100,32,307.653,0.0528735,0.212639,NA,NA,NA,0.016622867,1.14e-05,5.52e-05,11422
16876,EARLI_11424_PLaD1_N7_OPS046_S110,37296,1,10379,Human gammaherpesvirus 8,,viruses,1469588.154,100,100,58.88016416,3412,72,2436,99.854,929.645,224.299,NA,NA,NA,NA,100,88.0786512,5104,176,4683,99.1627,250.995,182.78,NA,NA,NA,NA,NA,0,0,0,11424
16877,EARLI_11424_PLaD1_N7_OPS046_S110,10359,1,10358,Human betaherpesvirus 5,Human cytomegalovirus,viruses,91599.82398,99,99,10.18150553,590,16,86,99.696,144.231,80.6463,0.000335689,0.00330615,NA,NA,99,7.334135337,425,16,86,98.6472,52.9812,223.525,0.00654756,0.0363966,NA,NA,NA,0,0,0,11424
16878,EARLI_11424_PLaD1_N7_OPS046_S110,10368,1,40272,Human betaherpesvirus 6,,viruses,3106.222025,100,100,0.207081468,12,NA,NA,100,106.333,60.5912,NA,NA,NA,NA,100,0.103540734,6,NA,NA,100,40.1667,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16879,EARLI_11424_PLaD1_N7_OPS046_S110,1804,1,1866885,Mycolicibacterium gilvum,,bacteria,-8.337397204,-0.011363113,-0.118795762,0.690271561,40,NA,NA,91.4456,137.975,53.5449,1.0907,3.37073,NA,NA,-0.011363113,0.120797523,7,NA,NA,78.0611,55.2857,145.152,0.129201,0.73954,NA,NA,NA,0,0,0,11424
16884,EARLI_11424_PLaD1_N7_OPS046_S110,2183547,1,1664383,Pseudarcicella sp. HME7025,,bacteria,345.4083256,100,100,0.034513578,2,NA,NA,87.5,80,28.8861,NA,NA,NA,NA,100,0.017256789,1,NA,NA,81.2,48,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16885,EARLI_11424_PLaD1_N7_OPS046_S110,1270,1,1269,Micrococcus luteus,,bacteria,10.03880155,1.521793469,-0.077798213,14.04702627,814,7,32,97.5304,129.138,66.5052,24.2263,130.842,NA,NA,1.521793469,10.92354745,633,10,87,92.2899,48.1817,227.251,2.05732,5.82617,NA,NA,NA,42.93473109,2.15e-05,0.000101158,11424
16886,EARLI_11424_PLaD1_N7_OPS046_S110,565,1,1903434,Atlantibacter hermannii,,bacteria,234.2626586,100,100,0.17256789,10,NA,NA,98.84,104.1,57.8306,NA,NA,NA,NA,0.633254819,0.103540734,6,NA,NA,94.6,46.5,307.653,0.0258505,0.122684,NA,NA,NA,0.683559938,0.000697696,0.002635451,11424
16887,EARLI_11424_PLaD1_N7_OPS046_S110,242159,1,70447,Ostreococcus sp. 'lucimarinus',,eukaryota,158.9034349,100,100,0.207081468,12,NA,NA,99.6667,101.167,56.6041,NA,NA,NA,NA,2.744061352,0.034513578,2,NA,NA,100,48,307.653,0.00171738,0.0119517,NA,NA,NA,0,0,0,11424
16889,EARLI_11424_PLaD1_N7_OPS046_S110,1891763,1,1891714,Human polyomavirus 2,,viruses,69.38937206,100,100,0.034513578,2,NA,NA,100,139,82.857,NA,NA,NA,NA,100,0.034513578,2,NA,NA,94.8,48,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16890,EARLI_11424_PLaD1_N7_OPS046_S110,2487072,1,59732,Chryseobacterium sp. H6466,,bacteria,32.72550298,100,100,1.622138169,94,NA,NA,97.4624,113.723,57.2969,NA,NA,NA,NA,100,0.224338257,13,NA,NA,96.1385,40.8462,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16892,EARLI_11424_PLaD1_N7_OPS046_S110,2072590,1,149698,Massilia armeniaca,,bacteria,17.67754734,100,100,0.345135781,20,NA,NA,92.7291,118.1,45.7717,NA,NA,NA,NA,100,0.293365413,17,NA,NA,83.2369,50.1176,173.619,NA,NA,NA,NA,NA,0,0,0,11424
16894,EARLI_11424_PLaD1_N7_OPS046_S110,147645,1,265,Paracoccus yeei,,bacteria,-0.087618328,-0.269444979,-0.29604334,0.776555506,45,NA,NA,96.8036,130.711,63.6138,7.58872,23.0107,NA,NA,-0.269444979,0.224338257,13,NA,NA,96.0035,47.3846,220.823,2.1525,7.15605,NA,NA,NA,2.020307926,1.03e-05,5.02e-05,11424
16897,EARLI_11424_PLaD1_N7_OPS046_S110,42068,1,4753,Pneumocystis jirovecii,,eukaryota,10.62504185,48.45298079,48.45298079,0.207081468,12,NA,NA,99.675,76.0833,39.4017,0.000612173,0.00426123,NA,NA,0.260977199,0.069027156,4,NA,NA,98.1,37,307.653,0.0253628,0.167311,NA,NA,NA,0,0,0,11424
16900,EARLI_11424_PLaD1_N7_OPS046_S110,270351,1,407,Methylobacterium aquaticum,,bacteria,-0.022674571,-0.311487052,-0.325658515,0.189824679,11,NA,NA,95.6727,86.8182,42.5612,8.37701,25.1404,NA,NA,-0.311487052,0.017256789,1,NA,NA,100,44,307.653,2.08136,6.62661,NA,NA,NA,0,0,0,11424
16902,EARLI_11424_PLaD1_N7_OPS046_S110,1215031,1,1386,Bacillus thermocopriae,,bacteria,6.879714755,100,100,0.155311101,9,NA,NA,96.2111,97.4444,49.7925,NA,NA,NA,NA,100,0.017256789,1,NA,NA,97.5,40,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16904,EARLI_11424_PLaD1_N7_OPS046_S110,692370,1,361177,Altererythrobacter dongtanensis,,bacteria,-0.005816413,-0.254177561,-0.299086571,0.051770367,3,NA,NA,93.7333,141.333,72.1006,2.38714,7.80834,NA,NA,-0.254177561,0.034513578,2,NA,NA,95.833,72,40.0706,0.718025,2.68911,NA,NA,NA,0,0,0,11424
16905,EARLI_11424_PLaD1_N7_OPS046_S110,712270,1,37914,Dietzia sp. oral taxon 368,,bacteria,5.708864346,100,100,0.241595046,14,NA,NA,97.4571,113.429,61.7002,NA,NA,NA,NA,100,0.017256789,1,NA,NA,97.9,48,307.653,NA,NA,NA,NA,NA,0.221748727,5.64e-09,3.21e-08,11424
16908,EARLI_11424_PLaD1_N7_OPS046_S110,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,4.416438968,2.406850742,1.979693122,0.414162937,24,NA,NA,99.675,139.917,77.8647,0.0226905,0.197744,NA,NA,2.406850742,0.483190093,28,1,10,78.1729,43,157.614,0.0215489,0.191803,NA,NA,NA,0,0,0,11424
16909,EARLI_11424_PLaD1_N7_OPS046_S110,1764,1,1763,Mycobacterium avium,,bacteria,2.576887521,5.243223846,1.00180328,2.588518354,150,NA,NA,99.5554,95.16,49.6976,0.663914,1.92114,NA,NA,5.243223846,1.035407342,60,NA,NA,89.9501,45.8167,231.705,0.0545627,0.187069,NA,NA,NA,7.048948313,8.67e-06,4.24e-05,11424
16913,EARLI_11424_PLaD1_N7_OPS046_S110,1356852,1,89966,Hymenobacter sp. APR13,,bacteria,0.010647796,0.534335302,-0.138758134,0.241595046,14,NA,NA,88.9513,142.143,56.067,0.373352,0.949544,NA,NA,0.534335302,0.138054312,8,NA,NA,96.2625,43.25,307.653,0.0551041,0.15524,NA,NA,NA,0,0,0,11424
16915,EARLI_11424_PLaD1_N7_OPS046_S110,648,1,642,Aeromonas caviae,,bacteria,1.373074569,4.76155414,4.76155414,1.363286333,79,NA,NA,99.2591,108.468,58.0682,0.0566635,0.274411,NA,NA,0.266990919,0.862839451,50,NA,NA,96.541,46.1,241.299,0.398617,1.73872,NA,NA,NA,0.841134171,2.94e-17,1.83e-16,11424
16919,EARLI_11424_PLaD1_N7_OPS046_S110,310581,1,165697,uncultured Sphingopyxis sp.,,bacteria,-0.014728764,-0.153223313,-0.304810953,0.103540734,6,NA,NA,92.8857,145.167,57.0128,1.05424,3.11898,NA,NA,-0.153223313,0.103540734,6,NA,NA,78.5667,38.3333,307.653,0.526362,2.75951,NA,NA,NA,0,0,0,11424
16923,EARLI_11424_PLaD1_N7_OPS046_S110,1324796,1,68,Lysobacter lycopersici,,bacteria,2.289100169,100,100,0.051770367,3,NA,NA,87.7333,94.3333,36.3667,NA,NA,NA,NA,100,0.017256789,1,NA,NA,100,33,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16927,EARLI_11424_PLaD1_N7_OPS046_S110,1288636,1,125287,Ornithinimicrobium flavum,,bacteria,1.695168802,100,100,0.051770367,3,NA,NA,86.77,211.667,68.0912,NA,NA,NA,NA,100,0.034513578,2,NA,NA,95.122,82,49.5751,NA,NA,NA,NA,NA,0.162011422,0.001195513,0.004292192,11424
16933,EARLI_11424_PLaD1_N7_OPS046_S110,1580,1,1578,Lactobacillus brevis,,bacteria,-0.002023699,-0.050151162,-0.11546368,0.034513578,2,NA,NA,98.55,104,56.9034,0.0961056,0.533432,NA,NA,-0.050151162,0.034513578,2,NA,NA,98.55,33.5,307.653,0.0481235,0.271378,NA,NA,NA,0,0,0,11424
16934,EARLI_11424_PLaD1_N7_OPS046_S110,1749,1,1912215,Acidipropionibacterium jensenii,,bacteria,1.282668943,100,100,0.034513578,2,NA,NA,95.5,111,56.8861,NA,NA,NA,NA,0.71244123,0.034513578,2,NA,NA,100,32,307.653,0.00733537,0.038148,NA,NA,NA,0.048661299,0.000242673,0.000994176,11424
16937,EARLI_11424_PLaD1_N7_OPS046_S110,76773,1,55193,Malassezia globosa,,eukaryota,-0.06344248,-0.293637445,-0.293637445,0.345135781,20,NA,NA,97.825,116.05,64.4763,21.2799,71.2946,NA,NA,-0.331750422,0.310622203,18,NA,NA,96.7833,44.6667,307.653,38.4523,114.971,NA,NA,NA,0,0,0,11424
16939,EARLI_11424_PLaD1_N7_OPS046_S110,1280,1,1279,Staphylococcus aureus,,bacteria,-0.050582487,-0.244385824,-0.326280256,0.241595046,14,NA,NA,100,57.9286,27.6112,6.03891,17.7679,NA,NA,-0.244385824,0.327878992,19,1,4,95.5155,55.5263,205.352,74.1236,301.964,NA,NA,NA,0.533291817,1.35e-05,6.47e-05,11424
16940,EARLI_11424_PLaD1_N7_OPS046_S110,2054,1,2053,Gordonia bronchialis,,bacteria,-0.053672731,-0.084223473,-0.21687805,0.586730827,34,NA,NA,98.5941,119.676,67.2236,1.40702,3.78226,NA,NA,-0.084223473,0.483190093,28,NA,NA,98.4929,43.6071,307.653,0.653778,2.02542,NA,NA,NA,0.679078034,1.2e-09,6.95e-09,11424
16944,EARLI_11424_PLaD1_N7_OPS046_S110,360911,1,33986,Exiguobacterium sp. AT1b,,bacteria,0.007248141,0.732681504,-0.054211369,0.345135781,20,NA,NA,96.725,127.8,64.7368,0.554293,3.85818,NA,NA,0.732681504,0.069027156,4,NA,NA,100,38.5,307.653,0.00989463,0.080707,NA,NA,NA,0,0,0,11424
16947,EARLI_11424_PLaD1_N7_OPS046_S110,367743,1,160795,Ureibacillus thermophilus,,bacteria,0.882162354,100,100,0.034513578,2,NA,NA,97.9,96,50.7696,NA,NA,NA,NA,100,0.034513578,2,NA,NA,100,32,307.653,NA,NA,NA,NA,NA,0,0,0,11424
16949,EARLI_11424_PLaD1_N7_OPS046_S110,4072,1,4071,Capsicum annuum,,eukaryota,-0.000179243,0.086192095,-0.152721619,0.034513578,2,NA,NA,100,146,87.6383,0.097764,0.414155,NA,NA,0.086192095,0.017256789,1,NA,NA,97.9,48,307.653,0.0129861,0.0495485,NA,NA,NA,0.082601369,0.00100647,0.003679088,11424
16953,EARLI_11424_PLaD1_N7_OPS046_S110,879274,1,323620,Shinella sp. HZN7,,bacteria,-0.025441717,-0.26921938,-0.305257305,0.241595046,14,NA,NA,94.4316,118.5,57.5708,2.54166,7.53484,NA,NA,-0.26921938,0.034513578,2,NA,NA,97.3,37,307.653,0.198182,0.607937,NA,NA,NA,0.728863458,0.000110238,0.000475599,11424
