gene_name,significant_in_sepsis,overlap_with_icucontrols,significant_in_icucontrols
HIF1A,TRUE,TRUE,TRUE
HIGD1A,TRUE,FALSE,FALSE
HIP1,TRUE,FALSE,FALSE
HIP1R,TRUE,FALSE,FALSE
HIPK2,TRUE,FALSE,FALSE
HIVEP3,TRUE,FALSE,FALSE
HK1,TRUE,FALSE,FALSE
HK3,TRUE,FALSE,FALSE
HLA-DMA,TRUE,FALSE,FALSE
HLA-DMB,TRUE,FALSE,FALSE
HLA-DOA,TRUE,FALSE,FALSE
HLA-DPB1,TRUE,FALSE,FALSE
HLA-DRA,TRUE,FALSE,FALSE
HLA-F,TRUE,FALSE,FALSE
HMCN1,TRUE,FALSE,FALSE
HMGB1,TRUE,FALSE,FALSE
HMGB2,TRUE,FALSE,FALSE
HMGN1,TRUE,FALSE,FALSE
HMGN2,TRUE,FALSE,FALSE
HMGXB4,TRUE,FALSE,FALSE
HMMR,TRUE,FALSE,FALSE
HNRNPA1P48,TRUE,FALSE,FALSE
HNRNPA2B1,TRUE,FALSE,FALSE
HNRNPH2,TRUE,FALSE,FALSE
HNRNPLL,TRUE,FALSE,FALSE
HNRNPM,TRUE,FALSE,FALSE
HOGA1,TRUE,FALSE,FALSE
HOMER2,TRUE,FALSE,FALSE
HOOK3,TRUE,FALSE,FALSE
HOXA4,TRUE,FALSE,FALSE
HOXB2,TRUE,FALSE,FALSE
HOXB3,TRUE,FALSE,FALSE
HOXD3,TRUE,FALSE,FALSE
HP,TRUE,FALSE,FALSE
HP1BP3,TRUE,FALSE,FALSE
HPCAL4,TRUE,FALSE,FALSE
HPGD,TRUE,FALSE,FALSE
HPRT1,TRUE,FALSE,FALSE
HPS1,TRUE,FALSE,FALSE
HPSE,TRUE,FALSE,FALSE
HR,TRUE,FALSE,FALSE
HRCT1,TRUE,FALSE,FALSE
HRK,TRUE,FALSE,FALSE
HS3ST1,TRUE,FALSE,FALSE
HSBP1,TRUE,FALSE,FALSE
HSD11B1L,TRUE,FALSE,FALSE
HSD17B12,TRUE,FALSE,FALSE
HSD17B2,TRUE,FALSE,FALSE
HSD3B7,TRUE,FALSE,FALSE
HSDL2,TRUE,FALSE,FALSE
HSFY1,TRUE,FALSE,FALSE
HSH2D,TRUE,FALSE,FALSE
HSP90AA1,TRUE,FALSE,FALSE
HSPA13,TRUE,FALSE,FALSE
HSPA1B,TRUE,FALSE,FALSE
HSPB6,TRUE,FALSE,FALSE
HTR7,TRUE,FALSE,FALSE
HUNK,TRUE,FALSE,FALSE
HUS1B,TRUE,FALSE,FALSE
HVCN1,TRUE,TRUE,TRUE
HYAL3,TRUE,FALSE,FALSE
HYAL4,TRUE,FALSE,FALSE
IARS2,TRUE,FALSE,FALSE
ICA1,TRUE,FALSE,FALSE
ICAM2,TRUE,FALSE,FALSE
ICOSLG,TRUE,FALSE,FALSE
IDH3A,TRUE,FALSE,FALSE
IDI1,TRUE,FALSE,FALSE
IDO2,TRUE,FALSE,FALSE
IDUA,TRUE,FALSE,FALSE
IER3,TRUE,TRUE,TRUE
IFFO1,TRUE,FALSE,FALSE
IFFO2,TRUE,FALSE,FALSE
IFI44L,TRUE,FALSE,FALSE
IFIT1,TRUE,FALSE,FALSE
IFIT2,TRUE,FALSE,FALSE
IFIT3,TRUE,FALSE,FALSE
IFITM10,TRUE,FALSE,FALSE
IFITM5,TRUE,FALSE,FALSE
IFNAR1,TRUE,FALSE,FALSE
IFNG,TRUE,FALSE,FALSE
IFNGR1,TRUE,FALSE,FALSE
IFT140,TRUE,FALSE,FALSE
IFT20,TRUE,FALSE,FALSE
IFT57,TRUE,FALSE,FALSE
IFT80,TRUE,FALSE,FALSE
IFT81,TRUE,FALSE,FALSE
IGFBP3,TRUE,FALSE,FALSE
IGSF8,TRUE,FALSE,FALSE
IGSF9B,TRUE,FALSE,FALSE
IKZF4,TRUE,FALSE,FALSE
IL10RB,TRUE,FALSE,FALSE
IL11RA,TRUE,FALSE,FALSE
IL12RB1,TRUE,FALSE,FALSE
IL17RE,TRUE,FALSE,FALSE
IL18BP,TRUE,FALSE,FALSE
IL18R1,TRUE,FALSE,FALSE
IL18RAP,TRUE,FALSE,FALSE
IL19,TRUE,FALSE,FALSE
IL1B,TRUE,FALSE,FALSE
IL1R2,TRUE,FALSE,FALSE
IL1RAP,TRUE,FALSE,FALSE
IL23A,TRUE,FALSE,FALSE
IL27RA,TRUE,FALSE,FALSE
IL2RB,TRUE,FALSE,FALSE
IL32,TRUE,FALSE,FALSE
IL7R,TRUE,FALSE,FALSE
ILDR1,TRUE,FALSE,FALSE
ILK,TRUE,FALSE,FALSE
IMP3,TRUE,FALSE,FALSE
INAFM2,TRUE,FALSE,FALSE
INHBA,TRUE,FALSE,FALSE
INO80E,TRUE,FALSE,FALSE
INPP1,TRUE,FALSE,FALSE
INPP4B,TRUE,FALSE,FALSE
INSIG2,TRUE,FALSE,FALSE
INTS12,TRUE,FALSE,FALSE
INTS6,TRUE,FALSE,FALSE
IPO4,TRUE,FALSE,FALSE
IPPK,TRUE,FALSE,FALSE
IQCF5,TRUE,FALSE,FALSE
IRAK2,FALSE,FALSE,TRUE
IRAK3,TRUE,FALSE,FALSE
IRX4,TRUE,FALSE,FALSE
ISY1,TRUE,FALSE,FALSE
ISY1-RAB43,TRUE,FALSE,FALSE
ITCH,TRUE,FALSE,FALSE
ITFG2,TRUE,FALSE,FALSE
ITGA5,TRUE,FALSE,FALSE
ITGA7,TRUE,FALSE,FALSE
ITGAD,TRUE,FALSE,FALSE
ITGAL,TRUE,FALSE,FALSE
ITGAM,TRUE,FALSE,FALSE
ITGB7,TRUE,FALSE,FALSE
ITK,TRUE,FALSE,FALSE
ITPKB,TRUE,FALSE,FALSE
ITPR3,TRUE,FALSE,FALSE
ITPRID1,TRUE,FALSE,FALSE
IVNS1ABP,TRUE,FALSE,FALSE
IZUMO2,TRUE,FALSE,FALSE
JADE2,TRUE,FALSE,FALSE
JAKMIP1,TRUE,FALSE,FALSE
JAM2,TRUE,FALSE,FALSE
JDP2,TRUE,FALSE,FALSE
JKAMP,TRUE,FALSE,FALSE
JMJD4,TRUE,FALSE,FALSE
JMJD6,TRUE,FALSE,FALSE
JMJD7-PLA2G4B,TRUE,FALSE,FALSE
JOSD1,TRUE,FALSE,FALSE
JPH3,TRUE,FALSE,FALSE
KAT14,TRUE,FALSE,FALSE
KAT2A,TRUE,FALSE,FALSE
KBTBD6,TRUE,FALSE,FALSE
KBTBD7,TRUE,FALSE,FALSE
KCMF1,TRUE,FALSE,FALSE
KCNA4,TRUE,FALSE,FALSE
KCNC3,TRUE,FALSE,FALSE
KCNE1,TRUE,FALSE,FALSE
KCNG1,TRUE,FALSE,FALSE
KCNG4,TRUE,FALSE,FALSE
KCNH8,TRUE,FALSE,FALSE
KCNIP2,TRUE,FALSE,FALSE
KCNJ10,TRUE,FALSE,FALSE
KCNJ9,TRUE,FALSE,FALSE
KCNK12,TRUE,FALSE,FALSE
KCNK17,TRUE,FALSE,FALSE
KCNMB1,TRUE,FALSE,FALSE
KCNMB4,TRUE,FALSE,FALSE
KCNQ1,TRUE,FALSE,FALSE
KCNS1,TRUE,FALSE,FALSE
KCTD13,TRUE,FALSE,FALSE
KCTD17,TRUE,FALSE,FALSE
KCTD4,TRUE,FALSE,FALSE
KCTD9,TRUE,FALSE,FALSE
KDELR2,TRUE,FALSE,FALSE
KDM2B,TRUE,FALSE,FALSE
KDM6A,TRUE,FALSE,FALSE
KIAA0100,TRUE,FALSE,FALSE
KIAA0319,TRUE,FALSE,FALSE
KIAA0408,TRUE,FALSE,FALSE
KIAA0895,TRUE,FALSE,FALSE
KIAA1109,TRUE,FALSE,FALSE
KIAA1143,TRUE,FALSE,FALSE
KIAA1257,TRUE,FALSE,FALSE
KIAA1671,TRUE,FALSE,FALSE
KIF11,TRUE,FALSE,FALSE
KIF14,TRUE,FALSE,FALSE
KIF15,TRUE,FALSE,FALSE
KIF1B,TRUE,FALSE,FALSE
KIF24,TRUE,TRUE,TRUE
KIF3A,TRUE,FALSE,FALSE
KIF4A,TRUE,FALSE,FALSE
KIF5B,TRUE,FALSE,FALSE
KIF5C,TRUE,FALSE,FALSE
KIZ,FALSE,FALSE,TRUE
KL,TRUE,TRUE,TRUE
KLF11,TRUE,FALSE,FALSE
KLF12,TRUE,FALSE,FALSE
KLF14,TRUE,FALSE,FALSE
KLF4,TRUE,FALSE,FALSE
KLF5,TRUE,FALSE,FALSE
KLF7,TRUE,FALSE,FALSE
KLF9,TRUE,FALSE,FALSE
KLHDC1,TRUE,FALSE,FALSE
KLHDC3,TRUE,FALSE,FALSE
KLHDC7B,TRUE,FALSE,FALSE
KLHL15,TRUE,FALSE,FALSE
KLHL2,TRUE,FALSE,FALSE
KLHL25,TRUE,FALSE,FALSE
KLHL26,TRUE,FALSE,FALSE
KLHL29,TRUE,FALSE,FALSE
KLHL35,TRUE,FALSE,FALSE
KLHL8,TRUE,FALSE,FALSE
KLHL9,TRUE,FALSE,FALSE
KLK14,TRUE,FALSE,FALSE
KLKB1,TRUE,FALSE,FALSE
KLRD1,TRUE,FALSE,FALSE
KLRG1,TRUE,FALSE,FALSE
KLRK1,TRUE,FALSE,FALSE
KMT5A,TRUE,FALSE,FALSE
KMT5C,TRUE,FALSE,FALSE
KNL1,TRUE,FALSE,FALSE
KNOP1,TRUE,FALSE,FALSE
KPNA2,TRUE,FALSE,FALSE
KPNA3,TRUE,FALSE,FALSE
KPNA4,TRUE,FALSE,FALSE
KRAS,TRUE,FALSE,FALSE
KRBA1,TRUE,FALSE,FALSE
KRT18,TRUE,FALSE,FALSE
KRT19,TRUE,FALSE,FALSE
KRT23,TRUE,FALSE,FALSE
KRT72,TRUE,FALSE,FALSE
KRT73,TRUE,FALSE,FALSE
KRT82,TRUE,FALSE,FALSE
KRTAP10-2,TRUE,FALSE,FALSE
KRTAP10-8,TRUE,FALSE,FALSE
KRTAP10-9,TRUE,FALSE,FALSE
KRTAP5-2,TRUE,FALSE,FALSE
KRTAP5-5,TRUE,FALSE,FALSE
KY,TRUE,FALSE,FALSE
KYAT3,TRUE,FALSE,FALSE
LACTB,TRUE,FALSE,FALSE
LAD1,TRUE,FALSE,FALSE
LAMA1,TRUE,FALSE,FALSE
LAMA2,TRUE,FALSE,FALSE
LAMP3,TRUE,FALSE,FALSE
LAMTOR1,TRUE,FALSE,FALSE
LAMTOR3,TRUE,FALSE,FALSE
LAMTOR5,TRUE,FALSE,FALSE
LARGE2,TRUE,FALSE,FALSE
LARP4,TRUE,FALSE,FALSE
LARP4B,TRUE,FALSE,FALSE
LARS2,TRUE,FALSE,FALSE
LATS2,TRUE,FALSE,FALSE
LBR,TRUE,FALSE,FALSE
LCE4A,TRUE,FALSE,FALSE
LCK,TRUE,FALSE,FALSE
LCN2,TRUE,FALSE,FALSE
LCNL1,TRUE,FALSE,FALSE
LCP1,TRUE,FALSE,FALSE
LDHA,TRUE,FALSE,FALSE
LDLR,TRUE,FALSE,FALSE
LEF1,TRUE,FALSE,FALSE
LELP1,TRUE,FALSE,FALSE
LEPR,TRUE,FALSE,FALSE
LETM1,TRUE,FALSE,FALSE
LEUTX,TRUE,FALSE,FALSE
LFNG,TRUE,FALSE,FALSE
LGALS1,TRUE,FALSE,FALSE
LGALS12,TRUE,FALSE,FALSE
LGALS2,FALSE,FALSE,TRUE
LGALS3,TRUE,FALSE,FALSE
LGALS3BP,TRUE,FALSE,FALSE
LGALS8,TRUE,FALSE,FALSE
LGR4,TRUE,FALSE,FALSE
LIG3,TRUE,FALSE,FALSE
LIG4,TRUE,FALSE,FALSE
LILRA1,TRUE,FALSE,FALSE
LILRA5,TRUE,FALSE,FALSE
LIMD1,TRUE,FALSE,FALSE
LIME1,TRUE,FALSE,FALSE
LIMS1,TRUE,FALSE,FALSE
LIN54,TRUE,FALSE,FALSE
LIN7C,TRUE,FALSE,FALSE
LINC01862,TRUE,FALSE,FALSE
LINC02210-CRHR1,TRUE,FALSE,FALSE
LINC02218,TRUE,FALSE,FALSE
LINS1,TRUE,FALSE,FALSE
LIPA,TRUE,FALSE,FALSE
LIPN,TRUE,FALSE,FALSE
LIPT2,TRUE,FALSE,FALSE
LIX1,TRUE,FALSE,FALSE
LLCFC1,TRUE,FALSE,FALSE
LLGL1,TRUE,FALSE,FALSE
LMBR1,TRUE,FALSE,FALSE
LMF1,TRUE,FALSE,FALSE
LMO1,TRUE,FALSE,FALSE
LNPK,TRUE,FALSE,FALSE
LONRF3,TRUE,FALSE,FALSE
LPCAT4,TRUE,FALSE,FALSE
LPGAT1,TRUE,FALSE,FALSE
LPIN1,TRUE,FALSE,FALSE
LPL,TRUE,FALSE,FALSE
LRATD2,TRUE,FALSE,FALSE
LRCH3,TRUE,FALSE,FALSE
LRG1,TRUE,FALSE,FALSE
LRGUK,TRUE,FALSE,FALSE
LRIF1,TRUE,FALSE,FALSE
LRR1,TRUE,FALSE,FALSE
LRRC32,TRUE,FALSE,FALSE
LRRC40,TRUE,FALSE,FALSE
LRRC71,TRUE,FALSE,FALSE
LRRC75A,TRUE,FALSE,FALSE
LRRC75B,TRUE,FALSE,FALSE
LRRC8B,TRUE,FALSE,FALSE
LRRC8E,TRUE,FALSE,FALSE
LRRFIP2,TRUE,FALSE,FALSE
LRRN1,TRUE,FALSE,FALSE
LRRN2,TRUE,FALSE,FALSE
LRTM2,TRUE,FALSE,FALSE
LSM1,TRUE,FALSE,FALSE
LSM11,TRUE,FALSE,FALSE
LSM12,TRUE,FALSE,FALSE
LSM4,TRUE,FALSE,FALSE
LSMEM2,TRUE,FALSE,FALSE
LTA,TRUE,FALSE,FALSE
LTBP1,TRUE,FALSE,FALSE
LTBP3,TRUE,FALSE,FALSE
LTBR,TRUE,FALSE,FALSE
LTF,TRUE,FALSE,FALSE
LTO1,TRUE,FALSE,FALSE
LY6E,TRUE,FALSE,FALSE
LY86,TRUE,TRUE,TRUE
LY9,TRUE,FALSE,FALSE
LYG2,TRUE,FALSE,FALSE
LYPD1,TRUE,FALSE,FALSE
LYPD3,TRUE,FALSE,FALSE
LYPLA1,TRUE,FALSE,FALSE
LYRM1,TRUE,FALSE,FALSE
LYSMD2,TRUE,FALSE,FALSE
LYSMD3,TRUE,FALSE,FALSE
LYZL4,TRUE,FALSE,FALSE
LZIC,TRUE,FALSE,FALSE
LZTS1,TRUE,FALSE,FALSE
MAB21L3,TRUE,FALSE,FALSE
MACO1,TRUE,FALSE,FALSE
MAD2L2,TRUE,FALSE,FALSE
MAF1,TRUE,FALSE,FALSE
MAFG,TRUE,FALSE,FALSE
MAGEE1,TRUE,FALSE,FALSE
MAGEF1,TRUE,FALSE,FALSE
MAGIX,TRUE,FALSE,FALSE
MAGT1,TRUE,FALSE,FALSE
MAMDC4,TRUE,FALSE,FALSE
MAML2,TRUE,FALSE,FALSE
MAN1A1,TRUE,FALSE,FALSE
MAN1C1,TRUE,FALSE,FALSE
MAP1LC3B,TRUE,FALSE,FALSE
MAP1LC3B2,TRUE,FALSE,FALSE
MAP2K1,TRUE,FALSE,FALSE
MAP2K2,TRUE,FALSE,FALSE
MAP2K6,TRUE,FALSE,FALSE
MAP3K13,TRUE,FALSE,FALSE
MAP3K14,TRUE,FALSE,FALSE
MAP3K7,TRUE,FALSE,FALSE
MAP3K8,TRUE,FALSE,FALSE
MAP4K1,TRUE,FALSE,FALSE
MAPK11,TRUE,FALSE,FALSE
MAPK14,TRUE,FALSE,FALSE
MAPK1IP1L,TRUE,FALSE,FALSE
MAPKAPK2,TRUE,FALSE,FALSE
MAPRE1,TRUE,FALSE,FALSE
MARCHF2,TRUE,FALSE,FALSE
MARCHF6,TRUE,FALSE,FALSE
MARCKS,TRUE,FALSE,FALSE
MARK3,TRUE,FALSE,FALSE
MARS2,TRUE,FALSE,FALSE
MARVELD2,TRUE,FALSE,FALSE
MASP2,TRUE,FALSE,FALSE
MAST2,TRUE,FALSE,FALSE
MAT2B,TRUE,FALSE,FALSE
MATN1,TRUE,FALSE,FALSE
MATN2,TRUE,FALSE,FALSE
MAZ,TRUE,FALSE,FALSE
MB21D2,TRUE,FALSE,FALSE
MBLAC1,TRUE,FALSE,FALSE
MBLAC2,TRUE,FALSE,FALSE
MBOAT2,TRUE,FALSE,FALSE
MBOAT4,TRUE,FALSE,FALSE
MC1R,TRUE,FALSE,FALSE
MCEMP1,TRUE,FALSE,FALSE
MCF2L2,FALSE,FALSE,TRUE
MCM6,TRUE,FALSE,FALSE
MCRIP2,TRUE,FALSE,FALSE
MCTP2,TRUE,FALSE,FALSE
MCU,TRUE,FALSE,FALSE
MCUB,TRUE,FALSE,FALSE
MDFIC,TRUE,FALSE,FALSE
MDH1B,TRUE,FALSE,FALSE
ME2,TRUE,FALSE,FALSE
MEA1,TRUE,FALSE,FALSE
MECR,TRUE,FALSE,FALSE
MED4,TRUE,FALSE,FALSE
MEF2A,TRUE,FALSE,FALSE
MEGF6,TRUE,FALSE,FALSE
MEGF9,TRUE,FALSE,FALSE
MEMO1,TRUE,FALSE,FALSE
MEN1,TRUE,FALSE,FALSE
MERTK,TRUE,FALSE,FALSE
MET,TRUE,FALSE,FALSE
METAP1D,TRUE,FALSE,FALSE
METRN,TRUE,FALSE,FALSE
METTL16,TRUE,FALSE,FALSE
METTL7A,TRUE,FALSE,FALSE
METTL7B,TRUE,FALSE,FALSE
METTL9,TRUE,FALSE,FALSE
MFF,TRUE,FALSE,FALSE
MFNG,TRUE,FALSE,FALSE
MFSD1,TRUE,FALSE,FALSE
MFSD10,TRUE,FALSE,FALSE
MFSD14A,TRUE,FALSE,FALSE
MFSD14B,TRUE,FALSE,FALSE
MFSD4A,TRUE,FALSE,FALSE
MFSD6,TRUE,FALSE,FALSE
MFSD6L,TRUE,FALSE,FALSE
MGAT4A,TRUE,FALSE,FALSE
MGME1,TRUE,FALSE,FALSE
MGMT,TRUE,FALSE,FALSE
MGST2,TRUE,FALSE,FALSE
MIB1,TRUE,FALSE,FALSE
MIB2,TRUE,FALSE,FALSE
MICOS10-NBL1,TRUE,FALSE,FALSE
MID1,TRUE,FALSE,FALSE
MID2,TRUE,FALSE,FALSE
MINAR2,TRUE,FALSE,FALSE
MINDY3,TRUE,FALSE,FALSE
MIOS,TRUE,FALSE,FALSE
MIOX,TRUE,FALSE,FALSE
MIPEP,TRUE,FALSE,FALSE
MISP3,TRUE,FALSE,FALSE
MKI67,TRUE,FALSE,FALSE
MLF2,TRUE,FALSE,FALSE
MLLT6,TRUE,FALSE,FALSE
MLN,TRUE,FALSE,FALSE
MLX,TRUE,FALSE,FALSE
MLYCD,TRUE,FALSE,FALSE
MMAB,TRUE,FALSE,FALSE
MMADHC,TRUE,FALSE,FALSE
MMGT1,TRUE,FALSE,FALSE
MMP17,TRUE,FALSE,FALSE
MMP21,TRUE,FALSE,FALSE
MMP23B,TRUE,FALSE,FALSE
MMP8,TRUE,TRUE,TRUE
MMP9,TRUE,FALSE,FALSE
MMRN1,TRUE,FALSE,FALSE
MMUT,TRUE,FALSE,FALSE
MOAP1,TRUE,FALSE,FALSE
MOB3B,TRUE,FALSE,FALSE
MOB4,TRUE,FALSE,FALSE
MOCS3,TRUE,FALSE,FALSE
MOGAT3,TRUE,FALSE,FALSE
MON1A,TRUE,FALSE,FALSE
MORC3,TRUE,FALSE,FALSE
MORF4L1,TRUE,FALSE,FALSE
MORN5,TRUE,FALSE,FALSE
MOSPD1,TRUE,FALSE,FALSE
MOSPD3,TRUE,FALSE,FALSE
MPC1,TRUE,FALSE,FALSE
MPC2,TRUE,FALSE,FALSE
MPI,TRUE,FALSE,FALSE
MPO,TRUE,FALSE,FALSE
MPP1,TRUE,FALSE,FALSE
MPP3,TRUE,FALSE,FALSE
MPP4,TRUE,FALSE,FALSE
MPPED2,TRUE,FALSE,FALSE
MPRIP,TRUE,FALSE,FALSE
MPST,TRUE,FALSE,FALSE
MPZL3,TRUE,FALSE,FALSE
MRAS,TRUE,FALSE,FALSE
MRC1,TRUE,FALSE,FALSE
MRI1,TRUE,FALSE,FALSE
MRM1,TRUE,FALSE,FALSE
MRM3,TRUE,FALSE,FALSE
MRPL17,TRUE,FALSE,FALSE
MRPL18,TRUE,FALSE,FALSE
MRPL47,TRUE,FALSE,FALSE
MRPL51,TRUE,FALSE,FALSE
MRPS10,TRUE,FALSE,FALSE
MRPS12,TRUE,FALSE,FALSE
MRPS16,TRUE,FALSE,FALSE
MRPS17,TRUE,FALSE,FALSE
MRPS18B,TRUE,FALSE,FALSE
MRPS25,TRUE,FALSE,FALSE
MRPS26,TRUE,FALSE,FALSE
MRTFA,TRUE,FALSE,FALSE
MRTFB,TRUE,FALSE,FALSE
MRTO4,TRUE,FALSE,FALSE
MS4A3,TRUE,FALSE,FALSE
MS4A4A,TRUE,FALSE,FALSE
MSH3,TRUE,FALSE,FALSE
MSL3,TRUE,FALSE,FALSE
MSMO1,TRUE,FALSE,FALSE
MSRA,TRUE,FALSE,FALSE
MSRB1,TRUE,FALSE,FALSE
MST1,TRUE,FALSE,FALSE
MSX1,TRUE,FALSE,FALSE
MT-ATP6,TRUE,FALSE,FALSE
MT-CO1,TRUE,FALSE,FALSE
MT-CO2,TRUE,FALSE,FALSE
MT-CO3,TRUE,FALSE,FALSE
MT-ND1,TRUE,FALSE,FALSE
MT-ND4,TRUE,FALSE,FALSE
MT-ND4L,TRUE,FALSE,FALSE
MTA3,TRUE,FALSE,FALSE
MTAP,TRUE,FALSE,FALSE
MTDH,TRUE,FALSE,FALSE
MTERF3,TRUE,FALSE,FALSE
MTG1,TRUE,FALSE,FALSE
MTHFD1L,TRUE,FALSE,FALSE
MTHFD2,TRUE,FALSE,FALSE
MTMR6,TRUE,FALSE,FALSE
MTMR9,TRUE,FALSE,FALSE
MTNR1A,TRUE,FALSE,FALSE
MTPN,TRUE,FALSE,FALSE
MTRF1,TRUE,FALSE,FALSE
MTRNR2L11,TRUE,FALSE,FALSE
MTRNR2L4,TRUE,FALSE,FALSE
MTSS1,TRUE,FALSE,FALSE
MUTYH,TRUE,FALSE,FALSE
MVB12B,TRUE,FALSE,FALSE
MXRA7,TRUE,FALSE,FALSE
MXRA8,TRUE,FALSE,FALSE
MYB,TRUE,FALSE,FALSE
MYBBP1A,TRUE,FALSE,FALSE
MYBL2,TRUE,FALSE,FALSE
MYBPH,TRUE,FALSE,FALSE
MYCL,TRUE,FALSE,FALSE
MYEOV,TRUE,FALSE,FALSE
MYH11,TRUE,FALSE,FALSE
MYH3,TRUE,FALSE,FALSE
MYH7B,TRUE,FALSE,FALSE
MYL12A,TRUE,FALSE,FALSE
MYL12B,TRUE,FALSE,FALSE
MYL6,TRUE,FALSE,FALSE
MYNN,TRUE,FALSE,FALSE
MYO16,TRUE,FALSE,FALSE
MYO18A,TRUE,FALSE,FALSE
MYO3A,TRUE,FALSE,FALSE
MYOZ3,TRUE,FALSE,FALSE
MYRF,TRUE,FALSE,FALSE
MZT1,TRUE,FALSE,FALSE
MZT2B,TRUE,FALSE,FALSE
NAA40,TRUE,FALSE,FALSE
NAA50,TRUE,FALSE,FALSE
NAAA,TRUE,TRUE,TRUE
NAALADL1,TRUE,FALSE,FALSE
NAB2,TRUE,FALSE,FALSE
NACA,TRUE,FALSE,FALSE
NACC1,TRUE,FALSE,FALSE
NANOG,TRUE,FALSE,FALSE
NAP1L4,TRUE,FALSE,FALSE
NAPB,TRUE,FALSE,FALSE
NAPRT,TRUE,FALSE,FALSE
NARF,TRUE,FALSE,FALSE
NAXE,TRUE,FALSE,FALSE
NBPF15,TRUE,FALSE,FALSE
NBPF20,TRUE,FALSE,FALSE
NBPF6,TRUE,FALSE,FALSE
NBPF9,TRUE,FALSE,FALSE
NCAPD2,TRUE,FALSE,FALSE
NCAPG,TRUE,FALSE,FALSE
NCAPG2,TRUE,FALSE,FALSE
NCBP3,TRUE,FALSE,FALSE
NCOA7,TRUE,FALSE,FALSE
NCR3,TRUE,FALSE,FALSE
NDC80,TRUE,FALSE,FALSE
NDE1,TRUE,FALSE,FALSE
NDNF,TRUE,FALSE,FALSE
NDST2,TRUE,FALSE,FALSE
NDUFA1,TRUE,FALSE,FALSE
NDUFA4L2,TRUE,FALSE,FALSE
NDUFAF3,TRUE,FALSE,FALSE
NDUFAF7,TRUE,FALSE,FALSE
NDUFAF8,TRUE,FALSE,FALSE
NDUFB11,TRUE,FALSE,FALSE
NDUFB4,TRUE,FALSE,FALSE
NDUFB6,TRUE,FALSE,FALSE
NDUFB9,TRUE,FALSE,FALSE
NDUFC1,TRUE,FALSE,FALSE
NDUFC2,TRUE,FALSE,FALSE
NECAB1,TRUE,FALSE,FALSE
NECAB2,TRUE,FALSE,FALSE
NECAB3,TRUE,FALSE,FALSE
NECTIN2,TRUE,FALSE,FALSE
NECTIN3,TRUE,FALSE,FALSE
NEFL,TRUE,FALSE,FALSE
NEGR1,TRUE,FALSE,FALSE
NEIL3,TRUE,FALSE,FALSE
NELFA,TRUE,FALSE,FALSE
NELL2,TRUE,FALSE,FALSE
NEURL4,TRUE,FALSE,FALSE
NF1,TRUE,FALSE,FALSE
NF2,TRUE,FALSE,FALSE
NFATC2,TRUE,FALSE,FALSE
NFIL3,TRUE,FALSE,FALSE
NFKBID,FALSE,FALSE,TRUE
NFKBIE,TRUE,FALSE,FALSE
NHLRC1,TRUE,FALSE,FALSE
NHLRC3,TRUE,FALSE,FALSE
NHP2,TRUE,FALSE,FALSE
NHS,TRUE,FALSE,FALSE
NIPA2,TRUE,FALSE,FALSE
NISCH,TRUE,FALSE,FALSE
NIT2,TRUE,FALSE,FALSE
NKD1,TRUE,FALSE,FALSE
NKG7,TRUE,FALSE,FALSE
NLE1,TRUE,FALSE,FALSE
NLGN3,TRUE,FALSE,FALSE
NLK,TRUE,FALSE,FALSE
NLN,TRUE,FALSE,FALSE
NLRC4,TRUE,FALSE,FALSE
NME4,TRUE,FALSE,FALSE
NMT2,TRUE,FALSE,FALSE
NOB1,TRUE,FALSE,FALSE
NOC4L,TRUE,FALSE,FALSE
NOD1,TRUE,FALSE,FALSE
NODAL,TRUE,FALSE,FALSE
NOG,TRUE,FALSE,FALSE
NOL11,TRUE,FALSE,FALSE
NOL4L,TRUE,FALSE,FALSE
NOL6,TRUE,FALSE,FALSE
NOL7,TRUE,FALSE,FALSE
NOMO3,TRUE,FALSE,FALSE
NOP10,TRUE,FALSE,FALSE
NOP2,TRUE,FALSE,FALSE
NOP53,TRUE,FALSE,FALSE
NOSTRIN,TRUE,FALSE,FALSE
NOTUM,TRUE,FALSE,FALSE
NPAS1,TRUE,FALSE,FALSE
NPFFR1,TRUE,FALSE,FALSE
NPHP1,TRUE,FALSE,FALSE
NPR2,TRUE,FALSE,FALSE
NPR3,TRUE,FALSE,FALSE
NPTN,TRUE,FALSE,FALSE
NR1D1,TRUE,FALSE,FALSE
NR1D2,TRUE,FALSE,FALSE
NR1H4,TRUE,FALSE,FALSE
NR1I2,TRUE,FALSE,FALSE
NR1I3,TRUE,FALSE,FALSE
NR2C2AP,TRUE,FALSE,FALSE
NR3C2,TRUE,FALSE,FALSE
NRAS,TRUE,FALSE,FALSE
NRIP2,TRUE,FALSE,FALSE
NRN1L,TRUE,FALSE,FALSE
NRROS,TRUE,FALSE,FALSE
NSMCE2,TRUE,FALSE,FALSE
NSMF,TRUE,FALSE,FALSE
NSUN7,TRUE,FALSE,FALSE
NT5C1B,TRUE,FALSE,FALSE
NT5C3B,TRUE,FALSE,FALSE
NT5DC3,TRUE,FALSE,FALSE
NT5DC4,TRUE,FALSE,FALSE
NTHL1,TRUE,FALSE,FALSE
NTMT1,TRUE,FALSE,FALSE
NTN3,TRUE,FALSE,FALSE
NTRK1,TRUE,FALSE,FALSE
NUDT10,TRUE,FALSE,FALSE
